,date,segment,topic,cluster
925,2020-12-16,qa_pair11,Inflation expectations discussed,4
926,2020-12-16,qa_pair12,Monetary policy and Treasury market.,1
927,2020-12-16,qa_pair13,Monetary policy and small businesses,2
928,2020-12-16,qa_pair14,Monetary policy transition.,1
929,2020-12-16,qa_pair15,Financial Stability Framework,2
930,2020-12-16,qa_pair16,Fiscal Support Discussion,0
931,2021-01-27,opening_remark,Monetary policy and coronavirus.,4
932,2021-01-27,qa_pair1,Nonbank financial stability risks,2
933,2021-01-27,qa_pair2,Fiscal policy response,0
934,2021-01-27,qa_pair3,"Monetary policy, asset valuation, bubbles.",1
935,2021-01-27,qa_pair4,Inflation dynamics and Fed actions,4
936,2021-01-27,qa_pair5,Vaccine rollout/impact,6
937,2021-01-27,qa_pair6,Monetary policy framework discussion,1
938,2021-01-27,qa_pair7,Inflation levels and effects.,4
939,2021-01-27,qa_pair8,Collaboration between Fed and Treasury,0
940,2021-01-27,qa_pair9,Topic: Economic outlook risks,0
941,2021-01-27,qa_pair10,Monetary policy on bank dividends.,1
942,2021-01-27,qa_pair11,Discussion of housing and corporate debt markets.,0
943,2021-01-27,qa_pair12,Labor market impact of pandemic.,5
944,2021-01-27,qa_pair13,Adaptability of economy to pandemic,3
945,2021-03-17,opening_remark,Pandemic economic recovery,3
946,2021-03-17,qa_pair1,Monetary policy decisions.,1
947,2021-03-17,qa_pair2,Monetary policy and tapering.,1
948,2021-03-17,qa_pair3,Monetary policy & unemployment,4
949,2021-03-17,qa_pair4,Monetary policy reaction function,1
950,2021-03-17,qa_pair5,Monetary policy target inflation.,4
951,2021-03-17,qa_pair6,Herd immunity and employment timelines.,6
952,2021-03-17,qa_pair7,Monetary Policy Tools,1
953,2021-03-17,qa_pair8,Unequal labor disparities,5
954,2021-03-17,qa_pair9,Fiscal policy economic recovery,0
955,2021-03-17,qa_pair10,Transatlantic economic divergence,3
956,2021-03-17,qa_pair11,Discussion of dividend restrictions.,6
957,2021-03-17,qa_pair12,Central Bank Policy Debate,0
958,2021-03-17,qa_pair13,Fiscal stimulus discussion,0
959,2021-03-17,qa_pair14,Main topic: Financial Stability Risks,2
960,2021-03-17,qa_pair15,Monetary policy: inflation & unemployment,4
961,2021-03-17,qa_pair16,Unemployment & inflation,4
962,2021-03-17,qa_pair17,"re thinking about that

Monetary policy tapering discussion",1
963,2021-03-17,qa_pair18,Topic: Economic Inflation Impacts,4
964,2021-03-17,qa_pair19,Supply chain bottlenecks.,6
965,2021-04-28,opening_remark,Monetary Policy & Unemployment,4
966,2021-04-28,qa_pair1,Monetary policy tapering,5
967,2021-04-28,qa_pair2,Virus and economy control.,5
968,2021-04-28,qa_pair3,"Raising interest, inflation expectations",4
969,2021-04-28,qa_pair4,Monetary Policy and Covid-19,1
970,2021-04-28,qa_pair5,Economic scarring prevention,5
971,2021-04-28,qa_pair6,Housing Market Boom,3
972,2021-04-28,qa_pair7,Lack of labor market skills.,5
973,2021-04-28,qa_pair8,Inflation and controlling it.,4
974,2021-04-28,qa_pair9,Monetary policy goals discussed,1
975,2021-04-28,qa_pair10,Bank supervision deficiencies,5
976,2021-04-28,qa_pair11,Homelessness and empathy,5
977,2021-04-28,qa_pair12,Central Bank Digital Currency,0
978,2021-04-28,qa_pair13,Inflation Expectations and Fed Mandate,4
979,2021-04-28,qa_pair14,Financial stability concerns,2
980,2021-04-28,qa_pair15,Monetary policy and financial stability,2
981,2021-04-28,qa_pair16,Fiscal/Monetary policy interactions,1
982,2021-04-28,qa_pair17,MBS purchases and housing market.,0
983,2021-04-28,qa_pair18,Monetary policy and tapering.,1
984,2021-06-16,opening_remark,Monetary policy and economic recovery.,1
985,2021-06-16,qa_pair1,Labor market recovery/strengthening.,3
986,2021-06-16,qa_pair2,Inflation and recovery effects,4
987,2021-06-16,qa_pair3,Tapering asset purchases.,6
988,2021-06-16,qa_pair4,Inflation expectations anchored,4
989,2021-06-16,qa_pair5,Monetary policy response.,1
990,2021-06-16,qa_pair6,Monetary policy decisions/post pandemic stance.,1
991,2021-06-16,qa_pair7,Monetary policy tapering.,5
992,2021-06-16,qa_pair8,Flexible inflation targeting.,2
993,2021-06-16,qa_pair9,Money Market Rates,1
994,2021-06-16,qa_pair10,Full employment during pandemic,3
995,2021-06-16,qa_pair11,Monetary policy and leverage ratio.,1
996,2021-06-16,qa_pair12,Excess supply and demand mismatch.,5
997,2021-06-16,qa_pair13,Pandemic and economic recovery,3
998,2021-06-16,qa_pair14,Inflation expectations and economics,4
999,2021-06-16,qa_pair15,Economy slowing with higher inflation.,5
1000,2021-06-16,qa_pair16,Risk of stagflation,5
1001,2021-06-16,qa_pair17,Monetary policy implications,1
1002,2021-06-16,qa_pair18,Monetary Policy Framework & Inflation.,4
1003,2021-07-28,opening_remark,Monetary policy goals.,1
1004,2021-07-28,qa_pair1,Discussion: Monetary Policy target progress,1
1005,2021-07-28,qa_pair2,Discussion of Fed's taper plans.,6
1006,2021-07-28,qa_pair3,Monetary Policy Liftoff/Tapering,1
1007,2021-07-28,qa_pair4,Global multispeed recovery,6
1008,2021-07-28,qa_pair5,Inflation outlook risks,5
1009,2021-07-28,qa_pair6,Balancing inflation and employment.,4
1010,2021-07-28,qa_pair7,Labor market policies.,3
1011,2021-07-28,qa_pair8,Issues surrounding job market.,3
1012,2021-07-28,qa_pair9,Covid economic implications,3
1013,2021-07-28,qa_pair10,Inflation and transitory price increases,4
1014,2021-07-28,qa_pair11,Monetary policy: tapering timeline,5
1015,2021-07-28,qa_pair12,Regulatory/capital requirements and inequality,5
1016,2021-07-28,qa_pair13,Inflation and distortions.,4
1017,2021-07-28,qa_pair14,"Mortgage-Backed Securities, tapering.",0
1018,2021-07-28,qa_pair15,Monetary policy implementation,1
1019,2021-07-28,qa_pair16,Inflation and Monetary Policy,4
1020,2021-07-28,qa_pair17,Topic: Wage gains and inflation,4
1021,2021-09-22,opening_remark,Monetary policy and labor market.,1
1022,2021-09-22,qa_pair1,Monetary policy taper/rate increases,4
1023,2021-09-22,qa_pair2,Monetary policy & inflation,4
1024,2021-09-22,qa_pair3,Monetary policy Tapering Debate,5
1025,2021-09-22,qa_pair4,Monetary policy liftoff criteria,1
1026,2021-09-22,qa_pair5,Ethics rules around Fed officials.,6
1027,2021-09-22,qa_pair6,Monetary policy ownership rules.,1
1028,2021-09-22,qa_pair7,Labor market tightness.,5
1029,2021-09-22,qa_pair8,Monetary policy regulation,1
1030,2021-09-22,qa_pair9,Inclusive monetary policy,2
1031,2021-09-22,qa_pair10,"Debt Default, Economy, Fed.",0
1032,2021-09-22,qa_pair11,Financial regulation of Wells Fargo,0
1033,2021-09-22,qa_pair12,Stock trading activities of regional Fed Bank Presidents,0
1034,2021-09-22,qa_pair13,Fed's dual mandate balance.,6
1035,2021-09-22,qa_pair14,Corporate debt concerns.,0
1036,2021-09-22,qa_pair15,Chair Powell's Reappointment,6
1037,2021-09-22,qa_pair16,Tapering and balance sheet.,6
1038,2021-09-22,qa_pair17,Inflation Expectations Divide,5
1039,2021-09-22,qa_pair18,Monetary policy taper timing,4
1040,2021-09-22,qa_pair19,Central Bank Digital Currency,0
1041,2021-11-03,opening_remark,Monetary Policy Support/Recovery,1
1042,2021-11-03,qa_pair1,Monetary Policy Outlook,1
1043,2021-11-03,qa_pair2,Wage growth discussion.,3
1044,2021-11-03,qa_pair3,Monetary policy impact/outlook,1
1045,2021-11-03,qa_pair4,Tradeoff between inflation and unemployment.,4
1046,2021-11-03,qa_pair5,Economic tapering risks.,5
1047,2021-11-03,qa_pair6,Monetary policy & inflation,4
1048,2021-11-03,qa_pair7,Measuring full employment,3
1049,2021-11-03,qa_pair8,Monetary policy and inflation.,4
1050,2021-11-03,qa_pair9,Max employment and inflation,4
1051,2021-11-03,qa_pair10,Climate change and bank regulation,0
1052,2021-11-03,qa_pair11,Ethics of Fed Officials,6
1053,2021-11-03,qa_pair12,Discussion of inflation and controlling monetary policy.,4
1054,2021-11-03,qa_pair13,Topic: Fed tapering policy,6
1055,2021-11-03,qa_pair14,Debate of balance sheet endgame.,6
1056,2021-11-03,qa_pair15,Treasury markets liquidity.,0
1057,2021-11-03,qa_pair16,Reputational damage of Federal Reserve independence,5
1058,2021-11-03,qa_pair17,Labor Market Dynamics,3
1059,2021-12-15,opening_remark,Monetary policy and labor market.,1
1060,2021-12-15,qa_pair1,Max. Employment Judgement,3
1061,2021-12-15,qa_pair2,"Monetary policy, inflation, & taper.",4
1062,2021-12-15,qa_pair3,Monetary policy and balance sheet.,1
1063,2021-12-15,qa_pair4,Maximum employment discussion,3
1064,2021-12-15,qa_pair5,Effect of COVID variant on economy,3
1065,2021-12-15,qa_pair6,Inflation and employment,4
1066,2021-12-15,qa_pair7,Monetary policy and inflation.,4
1067,2021-12-15,qa_pair8,Measuring maximum employment,3
1068,2021-12-15,qa_pair9,Topic: Labor Force Participation,3
1069,2021-12-15,qa_pair10,Consumer spending strength,3
1070,2021-12-15,qa_pair11,Rising inflation risks.,4
1071,2021-12-15,qa_pair12,Financial stability risks,2
1072,2021-12-15,qa_pair13,Monetary policy and inflation.,4
1073,2021-12-15,qa_pair14,Monetary Policy Tools Decision-making,1
1074,2021-12-15,qa_pair15,Topic: Inflation due to stimulus and pandemic,4
1075,2021-12-15,qa_pair16,The topic is global long rate comparisons.,6
1076,2021-12-15,qa_pair17,Tightening monetary policy.,4
1077,2022-01-26,opening_remark,Monetary policy and labor market.,1
1078,2022-01-26,qa_pair1,Monetary policy adjustments.,1
1079,2022-01-26,qa_pair2,"Monetary policy, labor market, inflation.",4
1080,2022-01-26,qa_pair3,Balance Sheet Recalibration,6
1081,2022-01-26,qa_pair4,Financial Market Volatility,5
1082,2022-01-26,qa_pair5,Monetary policy and inflation,4
1083,2022-01-26,qa_pair6,Monetary policy balance sheet.,1
1084,2022-01-26,qa_pair7,Risks to monetary policy,5
1085,2022-01-26,qa_pair8,Main Topic: Inflation expectations,4
1086,2022-01-26,qa_pair9,"Monetary policy, interest rates, inflation, economic situation.",4
1087,2022-01-26,qa_pair10,Fixed income's effects of inflation.,4
1088,2022-01-26,qa_pair11,"Monetary Policy, Inflation, Supply Chain Issues",4
1089,2022-01-26,qa_pair12,Inflation and employment goals,4
1090,2022-01-26,qa_pair13,Monetary/Fiscal Policy Response to Crisis,0
1091,2022-01-26,qa_pair14,Yield curve analysis.,6
1092,2022-01-26,qa_pair15,Normalizing monetary policy,2
1093,2022-03-16,opening_remark,Monetary policy and economic outlook,1
1094,2022-03-16,qa_pair1,Monetary policy reaction to risks.,1
1095,2022-03-16,qa_pair2,Monetary policy effects on GDP.,1
1096,2022-03-16,qa_pair3,Expectation of inflation decline.,5
1097,2022-03-16,qa_pair4,Monetary policy effect on real rates,1
1098,2022-03-16,qa_pair5,Monetary policy and inflation.,4
1099,2022-03-16,qa_pair6,Monetary Policy projections.,1
1100,2022-03-16,qa_pair7,Monetary policy and inflation.,4
1101,2022-03-16,qa_pair8,Inflation and interest rate.,4
1102,2022-03-16,qa_pair9,"Monetary policy, unemployment, inflation.",4
1103,2022-03-16,qa_pair10,Maintaining price stability,2
1104,2022-03-16,qa_pair11,Labor force participation,3
1105,2022-03-16,qa_pair12,Monetary policy implications of financial conditions,1
1106,2022-03-16,qa_pair13,Main topic: Shrinking the balance sheet,5
1107,2022-03-16,qa_pair14,Inflation targeting policy.,4
1108,2022-03-16,qa_pair15,Inflation impacts on everyday life.,5
1109,2022-03-16,qa_pair16,Bringing inflation to 2%,5
1110,2022-03-16,qa_pair17,Sanctions on Russia and USD reserve currency.,5
1111,2022-03-16,qa_pair18,Wage-Price Spiral discussion,3
1112,2022-03-16,qa_pair19,Monetary policy decision making.,1
1113,2022-05-04,opening_remark,Monetary Policy: Inflation Control,4
1114,2022-05-04,qa_pair1,Labor Market Supply/Demand,3
1115,2022-05-04,qa_pair2,Monetary policy; rate hikes; inflation.,4
1116,2022-05-04,qa_pair3,Inflationary psychology/expectations,4
1117,2022-05-04,qa_pair4,Supply shock inflation risks.,4
1118,2022-05-04,qa_pair5,Inflation and demand.,4
1119,2022-05-04,qa_pair6,Labor market balance,3
1120,2022-05-04,qa_pair7,Inflation control.,4
1121,2022-05-04,qa_pair8,Fed chairman discusses inflation and recession.,4
1122,2022-05-04,qa_pair9,Fed's responsibility for inflation.,4
1123,2022-05-04,qa_pair10,Controlling inflation with potential recession,4
1124,2022-05-04,qa_pair11,Monetary policy efficacy,1
1125,2022-05-04,qa_pair12,"Monetary policy: inflation, demand, supply.",4
1126,2022-05-04,qa_pair13,Adapting to changing economic data.,3
1127,2022-05-04,qa_pair14,Balancing dual mandate,6
1128,2022-06-15,opening_remark,Bringing inflation down.,5
1129,2022-06-15,qa_pair1,Monetary policy expectations,1
1130,2022-06-15,qa_pair2,Inflationary pressures and Fed rate hikes.,4
1131,2022-06-15,qa_pair3,Monetary policy and inflation.,4
1132,2022-06-15,qa_pair4,Inflation expectations,4
1133,2022-06-15,qa_pair5,Monetary policy guidance,1
1134,2022-06-15,qa_pair6,Inflation & Unemployment tradeoff.,4
1135,2022-06-15,qa_pair7,Inflation versus Unemployment.,4
1136,2022-06-15,qa_pair8,Monetary policy and labor market,1
1137,2022-06-15,qa_pair9,Consumer spending habits,3
1138,2022-06-15,qa_pair10,Monetary policy and inflation.,4
1139,2022-06-15,qa_pair11,Inflation and monetary policy,4
1140,2022-06-15,qa_pair12,Households' inflation concerns.,4
1141,2022-06-15,qa_pair13,Inflation measures increasing,4
1142,2022-06-15,qa_pair14,Monetary Policy: Soft Landing,2
1143,2022-06-15,qa_pair15,Monetary Policy Path,1
1144,2022-06-15,qa_pair16,t know what s going to happen and will it be transitory or to how persistant it will,6
1145,2022-06-15,qa_pair17,Outlook for housing market.,3
1146,2022-07-27,opening_remark,Inflation and monetary policy,4
1147,2022-07-27,qa_pair1,Inflation Monitoring,4
1148,2022-07-27,qa_pair2,Monetary policy discussions.,1
1149,2022-07-27,qa_pair3,Monetary policy and inflation,4
1150,2022-07-27,qa_pair4,Inflation and policymaking.,4
1151,2022-07-27,qa_pair5,Monetary policy and recession,4
1152,2022-07-27,qa_pair6,Price stability/inflation.,4
1153,2022-07-27,qa_pair7,Monetary policy and recession risk,4
1154,2022-07-27,qa_pair8,Financial disclosure rules.,0
1155,2022-07-27,qa_pair9,Monetary Policy Decision-Making,1
1156,2022-07-27,qa_pair10,Gap between PCE and CPI,5
1157,2022-07-27,qa_pair11,Monetary policy and demand.,1
1158,2022-07-27,qa_pair12,Labor market balance.,3
1159,2022-07-27,qa_pair13,Achieving a soft landing.,2
1160,2022-07-27,qa_pair14,Reducing balance sheet,5
1161,2022-07-27,qa_pair15,Inflation Expectations/Financial Conditions,4
1162,2022-07-27,qa_pair16,Monetary policy/tapering decisions,1
1163,2022-07-27,qa_pair17,Recession definition discussion,5
1164,2022-07-27,qa_pair18,Discussion of NAIRU.,6
1165,2022-07-27,qa_pair19,Recession/inflation forecast,4
1166,2022-07-27,qa_pair20,Rapid monetary policy tightening,4
1167,2022-07-27,qa_pair21,Fighting inflation impacts on households,5
1168,2022-09-21,opening_remark,Monetary policy and inflation,4
1169,2022-09-21,qa_pair1,Inflation/Labor Market Balance,4
1170,2022-09-21,qa_pair2,Monetary policy and inflation.,4
1171,2022-09-21,qa_pair3,"Unemployment, inflation, and recession.",4
1172,2022-09-21,qa_pair4,Monetary policy destination.,1
1173,2022-09-21,qa_pair5,Monetary Policy Decisions,1
1174,2022-09-21,qa_pair6,Monetary policy and inflation.,4
1175,2022-09-21,qa_pair7,Balance sheet runoff.,6
1176,2022-09-21,qa_pair8,Global monetary policy coordination,1
1177,2022-09-21,qa_pair9,Monetary policy and economic resilience,1
1178,2022-09-21,qa_pair10,Monetary policy and inflation,4
1179,2022-09-21,qa_pair11,Price stability and inflation,2
1180,2022-09-21,qa_pair12,Economic pain and Price Stability,2
1181,2022-09-21,qa_pair13,Resetting the Housing Market,3
1182,2022-09-21,qa_pair14,Monetary Policy: Real Rates,1
1183,2022-11-02,opening_remark,Main topic: Price Stability,2
1184,2022-11-02,qa_pair1,Monetary policy discussion.,1
1185,2022-11-02,qa_pair2,Monetary policy rate tightening.,4
1186,2022-11-02,qa_pair3,Monetary policy and inflation.,4
1187,2022-11-02,qa_pair4,Inflation expectations,4
1188,2022-11-02,qa_pair5,Monetary policy lag effects.,5
1189,2022-11-02,qa_pair6,Monetary policy impacts on housing,0
1190,2022-11-02,qa_pair7,Labor market discussion,3
1191,2022-11-02,qa_pair8,Global economic developments.,3
1192,2022-11-02,qa_pair9,Ethics & Public Trust,6
1193,2022-11-02,qa_pair10,Monetary policy and yield curve,1
1194,2022-11-02,qa_pair11,Monetary policy and inflation,4
1195,2022-11-02,qa_pair12,Discussion topic: Effects of fiscal spending on inflation.,4
1196,2022-11-02,qa_pair13,Inflation challenges and soft landing,5
1197,2022-12-14,opening_remark,Monetary policy and inflation,4
1198,2022-12-14,qa_pair1,Monetary policy and inflation.,4
1199,2022-12-14,qa_pair2,Monetary policy and inflation.,4
1200,2022-12-14,qa_pair3,Recession prevention,5
1201,2022-12-14,qa_pair4,Topic: Monetary policy decisions.,1
1202,2022-12-14,qa_pair5,Labor market strength/unemployment.,3
1203,2022-12-14,qa_pair6,Monetary policy tightening forecast.,1
1204,2022-12-14,qa_pair7,Monetary policy and inflation,4
1205,2022-12-14,qa_pair8,Monetary policy stance,1
1206,2022-12-14,qa_pair9,China reopening risks,0
1207,2022-12-14,qa_pair10,Inflation and wages.,4
1208,2022-12-14,qa_pair11,"Monetary policy, inflation, soft landing",4
1209,2022-12-14,qa_pair12,Monetary Policy Rates & Inflation,4
1210,2022-12-14,qa_pair13,Maintaining 2% inflation target,2
1211,2022-12-14,qa_pair14,Inequality and labor market.,5
1212,2022-12-14,qa_pair15,Inflation/employment balance.,4
1213,2022-12-14,qa_pair16,Structural labor shortage,5
1214,2022-12-14,qa_pair17,Monetary policy decisions.,1
1215,2022-12-14,qa_pair18,Monetary Policy: Neutral Rates & Inflation,2
1216,2023-02-01,opening_remark,Monetary policy tightening and inflation.,4
1217,2023-02-01,qa_pair1,Discussion topic: Monetary policy and inflation.,4
1218,2023-02-01,qa_pair2,Disinflationary process,6
1219,2023-02-01,qa_pair3,Labor market strength,3
1220,2023-02-01,qa_pair4,Monetary policy trajectory,1
1221,2023-02-01,qa_pair5,Inflation easing and labor market effects,4
1222,2023-02-01,qa_pair6,The main topic of discussion: Inflation and Interest Rates,4
1223,2023-02-01,qa_pair7,Debt ceiling and Congress.,0
1224,2023-02-01,qa_pair8,Monetary policy rate increases,4
1225,2023-02-01,qa_pair9,Monetary policy and inflation.,4
1226,2023-02-01,qa_pair10,Monetary policy effects on economy,1
1227,2023-02-01,qa_pair11,Monetary policy inflation evidence,4
1228,2023-02-01,qa_pair12,Topic: Disinflation and Monetary Policy,1
1229,2023-02-01,qa_pair13,Monetary policy forecasting.,1
1230,2023-02-01,qa_pair14,Pandemics' effect on economy,5
1231,2023-02-01,qa_pair15,Inflation expectations,4
1232,2023-02-01,qa_pair16,Discussion of financial conditions.,0
1233,2023-02-01,qa_pair17,Debt ceiling and QE.,0
1234,2023-03-22,opening_remark,Monetary policy and banking sector.,1
1235,2023-03-22,qa_pair1,Monetary policy and banking system.,1
1236,2023-03-22,qa_pair2,Monetary Policy Outlook,1
1237,2023-03-22,qa_pair3,Monetary Policy/Banking Stress,0
1238,2023-03-22,qa_pair4,Systemic risk exception.,6
1239,2023-03-22,qa_pair5,Credit tightening effects,0
1240,2023-03-22,qa_pair6,Bank oversight & regulation,0
1241,2023-03-22,qa_pair7,Monetary policy expectations.,1
1242,2023-03-22,qa_pair8,Commercial real estate risks,0
1243,2023-03-22,qa_pair9,Fiscal policy and inflation.,4
1244,2023-03-22,qa_pair10,Emergency 13(3) authority use.,6
1245,2023-03-22,qa_pair11,Rate hike end cycle,6
1246,2023-03-22,qa_pair12,Balance sheet expansion.,3
1247,2023-03-22,qa_pair13,Discussion topic: Bank supervision/regulation,0
1248,2023-03-22,qa_pair14,Deposit Insurance Safety,2
1249,2023-03-22,qa_pair15,Merger of Credit Suisse.,0
1250,2023-03-22,qa_pair16,Inflation & Unemployment,4
1251,2023-03-22,qa_pair17,Soft landing for economy,2
1252,2023-03-22,qa_pair18,Regulatory enforcement review.,6
1253,2023-03-22,qa_pair19,Financial conditions tightening.,5
1254,2023-05-03,opening_remark,Monetary policy & inflation,4
1255,2023-05-03,qa_pair1,Monetary policy debate,1
1256,2023-05-03,qa_pair2,Debt ceiling uncertainty.,0
1257,2023-05-03,qa_pair3,Interest rate risk management.,1
1258,2023-05-03,qa_pair4,Banking consolidation/stability,2
1259,2023-05-03,qa_pair5,"s happening and act accordingly

Monetary policy/ credit tightening",1
1260,2023-05-03,qa_pair6,Monetary policy assessment,1
1261,2023-05-03,qa_pair7,Monetary policy: inflation targeting.,4
1262,2023-05-03,qa_pair8,Monetary Policy/Inflation Target,4
1263,2023-05-03,qa_pair9,Economic Recession Avoidance,5
1264,2023-05-03,qa_pair10,Inflation and wages,4
1265,2023-05-03,qa_pair11,Profit Margins and Inflation,4
1266,2023-05-03,qa_pair12,Monetary policy framework / response,1
1267,2023-05-03,qa_pair13,Central bank banking stress.,0
1268,2023-05-03,qa_pair14,Debt ceiling implications,0
1269,2023-05-03,qa_pair15,Regulatory and Supervisory Oversight,6
1270,2023-05-03,qa_pair16,Monetary policy effects.,1
1271,2023-05-03,qa_pair17,Banking turmoil resolution,0
1272,2023-05-03,qa_pair18,Monetary policy mistakes.,5
1273,2023-05-03,qa_pair19,Monetary policy decision making,1
1274,2023-05-03,qa_pair20,Monetary policy: stress testing banks.,0
1275,2023-06-14,opening_remark,Monetary policy: price stability,2
