,date,segment,emotion_roberta,emotion_gpt
560,2018-06-13,qa_pair19,"{'curiosity': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Uncertain': 1})"
561,2018-06-13,qa_pair20,{'neutral': 1},Counter({'Neutral': 1})
562,2018-06-13,qa_pair21,{'curiosity': 1},Counter({'Concerned': 1})
563,2018-06-13,qa_pair22,{'gratitude': 1},Counter({'Uncertain': 1})
564,2018-09-26,opening_remark,"{'neutral': 3, 'gratitude': 1}",Counter({'Optimism': 3})
565,2018-09-26,qa_pair1,{'curiosity': 1},Counter({'Neutral': 1})
566,2018-09-26,qa_pair2,{'neutral': 1},Counter({'Neutral': 1})
567,2018-09-26,qa_pair3,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
568,2018-09-26,qa_pair4,"{'confusion': 1, 'neutral': 2}",Counter({'Pessimism': 2})
569,2018-09-26,qa_pair5,"{'gratitude': 1, 'neutral': 1, 'approval': 1}",Counter({'Concerned': 2})
570,2018-09-26,qa_pair6,{'neutral': 2},"Counter({'Pessimism': 1, 'Uncertain': 1})"
571,2018-09-26,qa_pair7,"{'approval': 1, 'neutral': 1}",Counter({'Optimism': 1})
572,2018-09-26,qa_pair8,"{'curiosity': 1, 'confusion': 1}",Counter({'Uncertain': 1})
573,2018-09-26,qa_pair9,"{'curiosity': 1, 'surprise': 1}",Counter({'Optimism': 1})
574,2018-09-26,qa_pair10,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Concerned': 1})"
575,2018-09-26,qa_pair11,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 2})
576,2018-09-26,qa_pair12,"{'curiosity': 1, 'neutral': 1}","Counter({'Neutral': 1, 'Pessimism': 1})"
577,2018-09-26,qa_pair13,{'neutral': 3},"Counter({'Uncertain': 1, 'Optimism': 1})"
578,2018-09-26,qa_pair14,"{'gratitude': 1, 'neutral': 1, 'approval': 1}","Counter({'Pessimism': 1, 'Concerned': 1})"
579,2018-09-26,qa_pair15,{'neutral': 1},Counter({'Concerned': 1})
580,2018-09-26,qa_pair16,{'curiosity': 1},Counter({'Uncertain': 1})
581,2018-09-26,qa_pair17,{'neutral': 2},Counter({'Uncertain': 1})
582,2018-09-26,qa_pair18,"{'gratitude': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
583,2018-09-26,qa_pair19,{'neutral': 1},Counter({'Neutral': 1})
584,2018-09-26,qa_pair20,"{'neutral': 1, 'optimism': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
585,2018-09-26,qa_pair21,"{'curiosity': 1, 'approval': 1}",Counter({'Pessimism': 1})
586,2018-09-26,qa_pair22,"{'gratitude': 1, 'approval': 1}","Counter({'Concerned': 1, 'Pessimism': 1})"
587,2018-09-26,qa_pair23,{'neutral': 1},Counter({'Concerned': 1})
588,2018-09-26,qa_pair24,{'gratitude': 1},Counter({'Concerned': 1})
589,2018-12-19,opening_remark,"{'gratitude': 2, 'neutral': 4}","Counter({'Optimism': 2, 'Pessimism': 2, 'Neutral': 1})"
590,2018-12-19,qa_pair1,{'gratitude': 1},Counter({'Uncertain': 1})
591,2018-12-19,qa_pair2,{'curiosity': 1},Counter({'Neutral': 1})
592,2018-12-19,qa_pair3,"{'curiosity': 1, 'neutral': 1}",Counter({'Neutral': 1})
593,2018-12-19,qa_pair4,{'neutral': 2},"Counter({'Uncertain': 1, 'Concerned': 1})"
594,2018-12-19,qa_pair5,{'neutral': 1},Counter({'Pessimism': 1})
595,2018-12-19,qa_pair6,{'neutral': 1},Counter({'Pessimism': 1})
596,2018-12-19,qa_pair7,{'neutral': 2},"Counter({'Neutral': 1, 'Optimism': 1})"
597,2018-12-19,qa_pair8,{'neutral': 1},Counter({'Concerned': 1})
598,2018-12-19,qa_pair9,{'neutral': 2},Counter({'Concerned': 1})
599,2018-12-19,qa_pair10,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
600,2018-12-19,qa_pair11,{'neutral': 2},Counter({'Neutral': 1})
601,2018-12-19,qa_pair12,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
602,2018-12-19,qa_pair13,{'neutral': 1},Counter({'Neutral': 1})
603,2018-12-19,qa_pair14,{'approval': 1},Counter({'Neutral': 1})
604,2018-12-19,qa_pair15,"{'optimism': 1, 'approval': 1}","Counter({'Neutral': 1, 'Optimism': 1})"
605,2018-12-19,qa_pair16,"{'curiosity': 1, 'neutral': 1}",Counter({'Optimism': 2})
606,2018-12-19,qa_pair17,"{'curiosity': 1, 'neutral': 1}",Counter({'Pessimism': 1})
607,2018-12-19,qa_pair18,"{'curiosity': 1, 'optimism': 1}",Counter({'Concerned': 1})
608,2018-12-19,qa_pair19,{'curiosity': 1},Counter({'Uncertain': 1})
609,2018-12-19,qa_pair20,"{'curiosity': 1, 'gratitude': 1}",Counter({'Concerned': 1})
610,2019-01-30,opening_remark,"{'neutral': 4, 'gratitude': 2}","Counter({'Optimism': 2, 'Neutral': 1, 'Uncertain': 1})"
611,2019-01-30,qa_pair1,{'neutral': 1},Counter({'Uncertain': 1})
612,2019-01-30,qa_pair2,{'neutral': 1},Counter({'Pessimism': 1})
613,2019-01-30,qa_pair3,{'curiosity': 1},Counter({'Concerned': 1})
614,2019-01-30,qa_pair4,"{'curiosity': 1, 'neutral': 1}",Counter({'Optimism': 1})
615,2019-01-30,qa_pair5,"{'neutral': 1, 'approval': 1}",Counter({'Uncertain': 2})
616,2019-01-30,qa_pair6,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
617,2019-01-30,qa_pair7,{'neutral': 2},Counter({'Concerned': 1})
618,2019-01-30,qa_pair8,"{'curiosity': 1, 'neutral': 1}",Counter({'Neutral': 1})
619,2019-01-30,qa_pair9,{'curiosity': 1},Counter({'Concerned': 1})
620,2019-01-30,qa_pair10,{'curiosity': 1},Counter({'Neutral': 1})
621,2019-01-30,qa_pair11,{'curiosity': 1},Counter({'Concerned': 1})
622,2019-01-30,qa_pair12,{'curiosity': 2},Counter({'Concerned': 2})
623,2019-01-30,qa_pair13,{'neutral': 1},Counter({'Concerned': 1})
624,2019-01-30,qa_pair14,{'curiosity': 1},Counter({'Concerned': 1})
625,2019-01-30,qa_pair15,{'approval': 1},Counter({'Optimism': 1})
626,2019-01-30,qa_pair16,{'curiosity': 1},Counter({'Uncertain': 1})
627,2019-01-30,qa_pair17,{'gratitude': 1},Counter({'Uncertain': 1})
628,2019-01-30,qa_pair18,{'neutral': 2},"Counter({'Pessimism': 1, 'Concerned': 1})"
629,2019-01-30,qa_pair19,{'curiosity': 1},Counter({'Uncertain': 1})
630,2019-01-30,qa_pair20,"{'gratitude': 1, 'neutral': 1}",Counter({'Concerned': 1})
631,2019-01-30,qa_pair21,{'neutral': 3},"Counter({'Uncertain': 1, 'Neutral': 1})"
632,2019-01-30,qa_pair22,{'neutral': 1},Counter({'Neutral': 1})
633,2019-01-30,qa_pair23,"{'curiosity': 1, 'gratitude': 1}",Counter({'Neutral': 1})
634,2019-03-20,opening_remark,"{'neutral': 4, 'gratitude': 1}","Counter({'Neutral': 2, 'Optimism': 2})"
635,2019-03-20,qa_pair1,{'neutral': 1},Counter({'Concerned': 1})
636,2019-03-20,qa_pair2,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Pessimism': 1})"
637,2019-03-20,qa_pair3,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
638,2019-03-20,qa_pair4,"{'curiosity': 1, 'approval': 1}",Counter({'Uncertain': 1})
639,2019-03-20,qa_pair5,{'curiosity': 2},"Counter({'Pessimism': 1, 'Concerned': 1})"
640,2019-03-20,qa_pair6,{'neutral': 1},Counter({'Uncertain': 1})
641,2019-03-20,qa_pair7,"{'curiosity': 1, 'approval': 1}",Counter({'Critical': 1})
642,2019-03-20,qa_pair8,{'neutral': 1},Counter({'Uncertain': 1})
643,2019-03-20,qa_pair9,"{'curiosity': 1, 'neutral': 1}","Counter({'Neutral': 1, 'Concerned': 1})"
644,2019-03-20,qa_pair10,{'curiosity': 1},Counter({'Pessimism': 1})
645,2019-03-20,qa_pair11,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
646,2019-03-20,qa_pair12,"{'confusion': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Optimism': 1})"
647,2019-03-20,qa_pair13,{'curiosity': 1},Counter({'Concerned': 1})
648,2019-03-20,qa_pair14,{'neutral': 1},Counter({'Concerned': 1})
649,2019-03-20,qa_pair15,"{'curiosity': 1, 'neutral': 1}",Counter({'Neutral': 1})
650,2019-03-20,qa_pair16,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
651,2019-03-20,qa_pair17,{'curiosity': 1},Counter({'Uncertain': 1})
652,2019-03-20,qa_pair18,{'curiosity': 1},Counter({'Uncertain': 1})
653,2019-03-20,qa_pair19,{'neutral': 2},Counter({'Uncertain': 1})
654,2019-03-20,qa_pair20,{'neutral': 1},Counter({'Uncertain': 1})
655,2019-03-20,qa_pair21,{'neutral': 1},Counter({'Neutral': 1})
656,2019-05-01,opening_remark,"{'neutral': 3, 'gratitude': 1}","Counter({'Optimism': 2, 'Neutral': 1})"
657,2019-05-01,qa_pair1,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
658,2019-05-01,qa_pair2,{'gratitude': 1},Counter({'Uncertain': 1})
659,2019-05-01,qa_pair3,"{'curiosity': 1, 'approval': 1}",Counter({'Uncertain': 1})
660,2019-05-01,qa_pair4,{'curiosity': 2},Counter({'Concerned': 2})
661,2019-05-01,qa_pair5,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Concerned': 1})"
662,2019-05-01,qa_pair6,{'neutral': 2},Counter({'Neutral': 1})
663,2019-05-01,qa_pair7,{'curiosity': 1},Counter({'Uncertain': 1})
664,2019-05-01,qa_pair8,{'curiosity': 1},Counter({'Uncertain': 1})
665,2019-05-01,qa_pair9,"{'curiosity': 1, 'approval': 1}",Counter({'Neutral': 1})
666,2019-05-01,qa_pair10,{'neutral': 2},"Counter({'Concerned': 1, 'Neutral': 1})"
667,2019-05-01,qa_pair11,"{'gratitude': 1, 'approval': 1}",Counter({'Concerned': 1})
668,2019-05-01,qa_pair12,{'curiosity': 1},Counter({'Pessimism': 1})
669,2019-05-01,qa_pair13,"{'curiosity': 1, 'approval': 1}",Counter({'Optimism': 2})
670,2019-05-01,qa_pair14,{'neutral': 2},Counter({'Optimism': 2})
671,2019-05-01,qa_pair15,{'neutral': 1},Counter({'Uncertain': 1})
672,2019-05-01,qa_pair16,{'neutral': 2},Counter({'Uncertain': 1})
673,2019-05-01,qa_pair17,{'neutral': 1},Counter({'Uncertain': 1})
674,2019-05-01,qa_pair18,{'curiosity': 1},Counter({'Uncertain': 1})
675,2019-05-01,qa_pair19,"{'curiosity': 1, 'gratitude': 1}",Counter({'Uncertain': 1})
676,2019-06-19,opening_remark,"{'neutral': 4, 'gratitude': 1}","Counter({'Optimism': 3, 'Uncertain': 1})"
677,2019-06-19,qa_pair1,"{'curiosity': 1, 'approval': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
678,2019-06-19,qa_pair2,{'neutral': 2},Counter({'Concerned': 1})
679,2019-06-19,qa_pair3,{'neutral': 1},Counter({'Neutral': 1})
680,2019-06-19,qa_pair4,"{'optimism': 1, 'neutral': 1}",Counter({'Uncertain': 1})
681,2019-06-19,qa_pair5,{'curiosity': 1},Counter({'Neutral': 1})
682,2019-06-19,qa_pair6,{'neutral': 1},Counter({'Uncertain': 1})
683,2019-06-19,qa_pair7,"{'curiosity': 1, 'neutral': 2}","Counter({'Pessimism': 1, 'Concerned': 1})"
684,2019-06-19,qa_pair8,"{'gratitude': 1, 'confusion': 1}",Counter({'Uncertain': 1})
685,2019-06-19,qa_pair9,{'curiosity': 1},Counter({'Uncertain': 1})
686,2019-06-19,qa_pair10,{'curiosity': 1},Counter({'Concerned': 1})
687,2019-06-19,qa_pair11,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
688,2019-06-19,qa_pair12,"{'curiosity': 1, 'joy': 1}",Counter({'Neutral': 1})
689,2019-06-19,qa_pair13,{'neutral': 1},Counter({'Concerned': 1})
690,2019-06-19,qa_pair14,{'curiosity': 1},Counter({'Neutral': 1})
691,2019-06-19,qa_pair15,{'neutral': 2},Counter({'Concerned': 1})
692,2019-06-19,qa_pair16,"{'curiosity': 1, 'neutral': 1, 'confusion': 1}","Counter({'Optimism': 1, 'Neutral': 1})"
693,2019-06-19,qa_pair17,"{'curiosity': 1, 'neutral': 2}","Counter({'Concerned': 2, 'Uncertain': 1})"
694,2019-06-19,qa_pair18,"{'curiosity': 1, 'neutral': 1}","Counter({'Neutral': 1, 'Optimism': 1})"
695,2019-06-19,qa_pair19,{'curiosity': 1},Counter({'Uncertain': 1})
696,2019-07-31,opening_remark,"{'neutral': 2, 'gratitude': 1, 'joy': 1}","Counter({'Optimism': 2, 'Concerned': 1})"
697,2019-07-31,qa_pair1,{'neutral': 2},Counter({'Uncertain': 1})
698,2019-07-31,qa_pair2,{'approval': 2},"Counter({'Neutral': 1, 'Optimism': 1})"
699,2019-07-31,qa_pair3,{'curiosity': 1},Counter({'Optimism': 1})
700,2019-07-31,qa_pair4,{'neutral': 2},"Counter({'Uncertain': 1, 'Concerned': 1})"
701,2019-07-31,qa_pair5,"{'curiosity': 1, 'neutral': 1, 'love': 1}","Counter({'Neutral': 1, 'Concerned': 1})"
702,2019-07-31,qa_pair6,{'neutral': 2},Counter({'Concerned': 1})
703,2019-07-31,qa_pair7,{'neutral': 1},Counter({'Uncertain': 1})
704,2019-07-31,qa_pair8,{'neutral': 1},Counter({'Uncertain': 1})
705,2019-07-31,qa_pair9,"{'approval': 2, 'neutral': 1}","Counter({'Neutral': 1, 'Uncertain': 1})"
706,2019-07-31,qa_pair10,{'neutral': 1},Counter({'Neutral': 1})
707,2019-07-31,qa_pair11,"{'gratitude': 1, 'neutral': 1}",Counter({'Optimism': 1})
708,2019-07-31,qa_pair12,{'neutral': 2},Counter({'Neutral': 1})
709,2019-07-31,qa_pair13,"{'gratitude': 1, 'neutral': 2}",Counter({'Concerned': 2})
710,2019-07-31,qa_pair14,"{'neutral': 1, 'confusion': 1}",Counter({'Uncertain': 1})
711,2019-07-31,qa_pair15,{'neutral': 2},Counter({'Uncertain': 2})
712,2019-07-31,qa_pair16,{'curiosity': 1},Counter({'Pessimism': 1})
713,2019-07-31,qa_pair17,"{'curiosity': 1, 'neutral': 1}",Counter({'Pessimism': 1})
714,2019-07-31,qa_pair18,{'confusion': 2},Counter({'Uncertain': 1})
715,2019-07-31,qa_pair19,"{'curiosity': 1, 'excitement': 1}",Counter({'Uncertain': 1})
716,2019-07-31,qa_pair20,{'neutral': 1},Counter({'Neutral': 1})
717,2019-07-31,qa_pair21,"{'curiosity': 1, 'gratitude': 1}",Counter({'Uncertain': 1})
718,2019-09-18,opening_remark,"{'neutral': 4, 'gratitude': 1}","Counter({'Optimism': 2, 'Neutral': 1, 'Uncertain': 1})"
719,2019-09-18,qa_pair1,{'neutral': 1},Counter({'Optimism': 1})
720,2019-09-18,qa_pair2,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
721,2019-09-18,qa_pair3,"{'neutral': 1, 'approval': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
722,2019-09-18,qa_pair4,"{'curiosity': 1, 'neutral': 2}","Counter({'Concerned': 2, 'Pessimism': 1})"
723,2019-09-18,qa_pair5,{'neutral': 2},Counter({'Uncertain': 1})
724,2019-09-18,qa_pair6,{'curiosity': 2},Counter({'Uncertain': 2})
725,2019-09-18,qa_pair7,{'curiosity': 1},Counter({'Uncertain': 1})
726,2019-09-18,qa_pair8,{'neutral': 2},Counter({'Concerned': 1})
727,2019-09-18,qa_pair9,"{'neutral': 1, 'approval': 1}","Counter({'Concerned': 1, 'Uncertain': 1})"
728,2019-09-18,qa_pair10,"{'neutral': 1, 'approval': 1}",Counter({'Uncertain': 2})
729,2019-09-18,qa_pair11,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 2})
730,2019-09-18,qa_pair12,{'neutral': 2},Counter({'Optimism': 1})
731,2019-09-18,qa_pair13,{'neutral': 2},"Counter({'Concerned': 1, 'Optimism': 1})"
732,2019-09-18,qa_pair14,"{'curiosity': 1, 'neutral': 2}","Counter({'Pessimism': 1, 'Neutral': 1})"
733,2019-09-18,qa_pair15,"{'curiosity': 1, 'approval': 1}","Counter({'Uncertain': 1, 'Pessimism': 1})"
734,2019-09-18,qa_pair16,{'confusion': 1},Counter({'Concerned': 1})
735,2019-09-18,qa_pair17,{'neutral': 2},Counter({'Uncertain': 1})
736,2019-09-18,qa_pair18,{'curiosity': 1},Counter({'Neutral': 1})
737,2019-09-18,qa_pair19,{'neutral': 1},Counter({'Concerned': 1})
738,2019-09-18,qa_pair20,{'curiosity': 1},Counter({'Concerned': 1})
739,2019-10-30,opening_remark,"{'approval': 1, 'neutral': 2, 'gratitude': 1}","Counter({'Optimism': 2, 'Neutral': 1})"
740,2019-10-30,qa_pair1,{'neutral': 2},"Counter({'Uncertain': 1, 'Neutral': 1})"
741,2019-10-30,qa_pair2,"{'curiosity': 1, 'approval': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Optimism': 1})"
742,2019-10-30,qa_pair3,"{'curiosity': 1, 'neutral': 1}",Counter({'Pessimism': 1})
743,2019-10-30,qa_pair4,"{'curiosity': 1, 'remorse': 1}",Counter({'Uncertain': 1})
744,2019-10-30,qa_pair5,"{'curiosity': 1, 'confusion': 1}",Counter({'Concerned': 1})
745,2019-10-30,qa_pair6,"{'gratitude': 1, 'neutral': 1}",Counter({'Uncertain': 1})
746,2019-10-30,qa_pair7,"{'neutral': 1, 'approval': 1}","Counter({'Neutral': 1, 'Pessimism': 1})"
747,2019-10-30,qa_pair8,"{'curiosity': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Uncertain': 1})"
748,2019-10-30,qa_pair9,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Optimism': 1})"
749,2019-10-30,qa_pair10,{'curiosity': 1},Counter({'Pessimism': 1})
750,2019-10-30,qa_pair11,"{'gratitude': 1, 'neutral': 1}",Counter({'Neutral': 1})
751,2019-10-30,qa_pair12,{'neutral': 1},Counter({'Neutral': 1})
752,2019-10-30,qa_pair13,{'approval': 1},Counter({'Uncertain': 1})
753,2019-10-30,qa_pair14,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 2})
754,2019-10-30,qa_pair15,{'neutral': 2},Counter({'Concerned': 1})
755,2019-10-30,qa_pair16,{'curiosity': 1},Counter({'Neutral': 1})
756,2019-10-30,qa_pair17,"{'gratitude': 1, 'neutral': 1}",Counter({'Uncertain': 1})
757,2019-10-30,qa_pair18,{'neutral': 2},"Counter({'Concerned': 1, 'Neutral': 1})"
758,2019-10-30,qa_pair19,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
759,2019-10-30,qa_pair20,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
760,2019-10-30,qa_pair21,{'neutral': 1},Counter({'Neutral': 1})
761,2019-10-30,qa_pair22,{'gratitude': 1},Counter({'Neutral': 1})
762,2019-12-11,opening_remark,"{'neutral': 3, 'gratitude': 1}","Counter({'Neutral': 2, 'Optimism': 1})"
763,2019-12-11,qa_pair1,"{'remorse': 1, 'disapproval': 1}","Counter({'Concerned': 1, 'Neutral': 1})"
764,2019-12-11,qa_pair2,"{'curiosity': 1, 'approval': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
765,2019-12-11,qa_pair3,{'neutral': 4},"Counter({'Concerned': 2, 'Neutral': 1})"
766,2019-12-11,qa_pair4,{'neutral': 1},Counter({'Uncertain': 1})
767,2019-12-11,qa_pair5,{'neutral': 2},Counter({'Uncertain': 1})
768,2019-12-11,qa_pair6,{'neutral': 2},Counter({'Neutral': 1})
769,2019-12-11,qa_pair7,"{'neutral': 1, 'admiration': 1}",Counter({'Uncertain': 1})
770,2019-12-11,qa_pair8,"{'neutral': 1, 'confusion': 1}",Counter({'Uncertain': 1})
771,2019-12-11,qa_pair9,"{'curiosity': 2, 'neutral': 1}","Counter({'Neutral': 1, 'Concerned': 1})"
772,2019-12-11,qa_pair10,{'neutral': 2},"Counter({'Concerned': 1, 'Uncertain': 1})"
773,2019-12-11,qa_pair11,"{'curiosity': 1, 'neutral': 1}","Counter({'Optimism': 1, 'Neutral': 1})"
774,2019-12-11,qa_pair12,"{'gratitude': 1, 'neutral': 1}","Counter({'Pessimism': 1, 'Optimism': 1})"
775,2019-12-11,qa_pair13,{'curiosity': 1},Counter({'Uncertain': 1})
776,2019-12-11,qa_pair14,{'neutral': 1},Counter({'Neutral': 1})
777,2019-12-11,qa_pair15,{'neutral': 2},Counter({'Uncertain': 1})
778,2019-12-11,qa_pair16,"{'neutral': 1, 'curiosity': 1, 'optimism': 1}","Counter({'Pessimism': 1, 'Neutral': 1})"
779,2019-12-11,qa_pair17,"{'curiosity': 1, 'approval': 1}",Counter({'Uncertain': 1})
780,2019-12-11,qa_pair18,"{'neutral': 2, 'approval': 1}",Counter({'Neutral': 2})
781,2019-12-11,qa_pair19,{'gratitude': 1},Counter({'Concerned': 1})
782,2019-12-11,qa_pair20,"{'neutral': 1, 'gratitude': 1}",Counter({'Neutral': 1})
783,2020-01-29,opening_remark,"{'gratitude': 2, 'neutral': 2}","Counter({'Optimism': 2, 'Neutral': 1})"
784,2020-01-29,qa_pair1,{'neutral': 2},Counter({'Neutral': 1})
785,2020-01-29,qa_pair2,"{'curiosity': 1, 'neutral': 2}","Counter({'Neutral': 1, 'Optimism': 1})"
786,2020-01-29,qa_pair3,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 2})
787,2020-01-29,qa_pair4,{'curiosity': 2},Counter({'Concerned': 2})
788,2020-01-29,qa_pair5,"{'curiosity': 1, 'approval': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
789,2020-01-29,qa_pair6,{'neutral': 3},Counter({'Concerned': 2})
790,2020-01-29,qa_pair7,{'neutral': 2},"Counter({'Uncertain': 1, 'Neutral': 1})"
791,2020-01-29,qa_pair8,{'gratitude': 1},Counter({'Uncertain': 1})
792,2020-01-29,qa_pair9,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 2})
793,2020-01-29,qa_pair10,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 2})
794,2020-01-29,qa_pair11,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
795,2020-01-29,qa_pair12,{'neutral': 2},Counter({'Uncertain': 1})
796,2020-01-29,qa_pair13,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
797,2020-01-29,qa_pair14,{'neutral': 2},Counter({'Neutral': 1})
798,2020-01-29,qa_pair15,"{'gratitude': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Pessimism': 1})"
799,2020-01-29,qa_pair16,{'confusion': 1},Counter({'Neutral': 1})
800,2020-01-29,qa_pair17,{'neutral': 2},Counter({'Uncertain': 1})
801,2020-01-29,qa_pair18,"{'curiosity': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Neutral': 1})"
802,2020-01-29,qa_pair19,"{'curiosity': 1, 'neutral': 1}",Counter({'Optimism': 2})
803,2020-01-29,qa_pair20,{'curiosity': 1},Counter({'Neutral': 1})
804,2020-01-29,qa_pair21,{'gratitude': 2},Counter({'Concerned': 1})
805,2020-03-03,opening_remark,"{'neutral': 1, 'gratitude': 1}","Counter({'Concerned': 1, 'Optimism': 1})"
806,2020-03-03,qa_pair1,"{'curiosity': 1, 'optimism': 1}",Counter({'Uncertain': 1})
807,2020-03-03,qa_pair2,{'neutral': 1},Counter({'Neutral': 1})
808,2020-03-03,qa_pair3,"{'remorse': 1, 'neutral': 1}",Counter({'Uncertain': 1})
809,2020-03-03,qa_pair4,{'neutral': 1},Counter({'Concerned': 1})
810,2020-03-03,qa_pair5,{'neutral': 1},Counter({'Neutral': 1})
811,2020-03-03,qa_pair6,"{'gratitude': 1, 'neutral': 1}",Counter({'Concerned': 1})
812,2020-03-03,qa_pair7,{'curiosity': 1},Counter({'Uncertain': 1})
813,2020-03-03,qa_pair8,{'gratitude': 1},Counter({'Pessimism': 1})
814,2020-03-15,opening_remark,"{'caring': 1, 'neutral': 3, 'gratitude': 1}","Counter({'Concerned': 3, 'Optimism': 1})"
815,2020-03-15,qa_pair1,{'gratitude': 2},"Counter({'Uncertain': 1, 'Optimism': 1})"
816,2020-03-15,qa_pair2,{'curiosity': 1},Counter({'Uncertain': 1})
817,2020-03-15,qa_pair3,"{'curiosity': 1, 'neutral': 1, 'optimism': 1}",Counter({'Concerned': 2})
818,2020-03-15,qa_pair4,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
819,2020-03-15,qa_pair5,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
820,2020-03-15,qa_pair6,"{'curiosity': 1, 'neutral': 3}",Counter({'Uncertain': 3})
821,2020-03-15,qa_pair7,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
822,2020-03-15,qa_pair8,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
823,2020-03-15,qa_pair9,{'neutral': 3},Counter({'Concerned': 2})
824,2020-03-15,qa_pair10,"{'curiosity': 1, 'neutral': 2}",Counter({'Concerned': 2})
825,2020-03-15,qa_pair11,"{'curiosity': 2, 'neutral': 1}","Counter({'Concerned': 1, 'Neutral': 1})"
826,2020-03-15,qa_pair12,"{'gratitude': 1, 'neutral': 1}",Counter({'Uncertain': 1})
827,2020-03-15,qa_pair13,"{'curiosity': 1, 'gratitude': 1}",Counter({'Concerned': 1})
828,2020-04-29,opening_remark,"{'gratitude': 2, 'neutral': 2}",Counter({'Concerned': 4})
829,2020-04-29,qa_pair1,{'neutral': 2},Counter({'Optimism': 1})
830,2020-04-29,qa_pair2,"{'curiosity': 1, 'approval': 1}",Counter({'Neutral': 1})
831,2020-04-29,qa_pair3,"{'neutral': 2, 'approval': 1}","Counter({'Uncertain': 1, 'Concerned': 1})"
832,2020-04-29,qa_pair4,"{'curiosity': 1, 'neutral': 3}","Counter({'Optimism': 2, 'Uncertain': 1})"
833,2020-04-29,qa_pair5,"{'curiosity': 1, 'neutral': 2}",Counter({'Uncertain': 2})
834,2020-04-29,qa_pair6,"{'curiosity': 1, 'neutral': 2}",Counter({'Uncertain': 2})
835,2020-04-29,qa_pair7,"{'sadness': 1, 'caring': 1}","Counter({'Concerned': 1, 'Pessimism': 1})"
836,2020-04-29,qa_pair8,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Concerned': 1})"
837,2020-04-29,qa_pair9,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
838,2020-04-29,qa_pair10,"{'neutral': 1, 'approval': 1}",Counter({'Uncertain': 1})
839,2020-04-29,qa_pair11,"{'curiosity': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Uncertain': 1})"
840,2020-04-29,qa_pair12,"{'curiosity': 1, 'optimism': 1, 'approval': 1}",Counter({'Concerned': 2})
841,2020-04-29,qa_pair13,"{'gratitude': 1, 'neutral': 1}",Counter({'Concerned': 2})
842,2020-04-29,qa_pair14,"{'curiosity': 1, 'gratitude': 1}","Counter({'Concerned': 1, 'Optimism': 1})"
843,2020-06-10,opening_remark,"{'gratitude': 2, 'neutral': 5}","Counter({'Concerned': 2, 'Optimism': 1, 'undefined': 1, 'Pessimism': 1})"
